Regions,County,IP Name,Website URL,Site City,Description,Latitude,Longitude,Subcategories,Minor Categories,Image URL,Location
Adirondacks,Hamilton County,Camp Zamp Bed & Breakfast,,Long Lake,"Knotty pine chalet, front deck, queen bed, full kitchen, cable TV, sleeps 2. Lodge, in secluded wooded setting. 2 bedroom, 2 bath, 3 cable TV's, full kitchen, dining room, living room, 2 decks.",43.9786209,-74.4269829,B&Bs & Country Inns,B&Bs & Country Inns,,"(43.9786209, -74.4269829)"
Adirondacks,Hamilton County,Cedarcrest Cottage,,Raquette Lake,"2 bedrooms sleeps 4, kitchen, living room, bathroom, porch, on water, w/dock.",43.8294029,-74.6375617,Cabins & Cottages,Cabins & Cottages,,"(43.8294029, -74.6375617)"
Adirondacks,Hamilton County,Cedarhurst Motor Lodge,http://www.cedarhurstmotorlodge.com,Speculator,"10 units located within walking distance of village beach and shopping. Each room has 2 double beds, microwave ovens, and small refrigerators. DSL access available.",43.5240809,-74.3866429,Hotels & Motels,Hotels & Motels,,"(43.5240809, -74.3866429)"
Adirondacks,Hamilton County,Cedar River Camp,http://www.adkbyowner.com/5393.html,Indian Lake,"Cozy 2 BR Cabin on the Cedar River sleeps up to 6. Cabin has gas central heat, complete kitchen, full bath, deck with an outdoor fireplace and picnic table/grill. Linens are included.",43.7813115,-74.4295153,Cabins & Cottages,Cabins & Cottages,,"(43.7813115, -74.4295153)"
Adirondacks,Hamilton County,Cedar River Golf Club & Motel,http://www.cedarrivergolf.com/index.htm,Indian Lake,"9 hole golf course adjacent to a 5 unit motel with housekeeping.  Electric heat. 2,720 yards, par 36. Club rental, driving range, lessons, pro shop, riding carts.  Restaurant.",43.7824501,-74.2653667,Hotels & Motels|Land Adventures,Golf Private|Hotels & Motels,,"(43.7824501, -74.2653667)"
Adirondacks,Hamilton County,Chief Sabael Cottages,http://www.chiefsabael.com,Sabael,"On Indian Lake. Cottages in summer; efficiencies, Fireplaces & wood stoves.",43.7230344,-74.3093619,Cabins & Cottages,Cabins & Cottages,,"(43.7230344, -74.3093619)"
Adirondacks,Hamilton County,Cinnamon Bear Bed & Breakfast,,Inlet,"Four large bedrooms. One with double bed and 3/4 bed. One with twin. beds, one with double bed and single sleeper sofa and one double bed.",43.7429133,-74.7761646,B&Bs & Country Inns,B&Bs & Country Inns,,"(43.7429133, -74.7761646)"
Adirondacks,Hamilton County,Clayton's Cottages,http://www.claytonscottages.com,Inlet,"Located on the sandy southern shores of picturesque Sixth Lake, Clayton's Cottages is nestled between the ridges of Black Bear, Seventh Lake and Woods Mountain. One, two and three bedroom cottages, some with fireplaces. Sandy beach with crystal clear water.",43.7448286,-74.767004,Cabins & Cottages,Cabins & Cottages,,"(43.7448286, -74.767004)"
Adirondacks,Hamilton County,Corner Motel,,Long Lake,"5 Unit Motel unit, close to town.",43.97,-74.58,Hotels & Motels,Hotels & Motels,,"(43.97, -74.58)"
Adirondacks,Hamilton County,Cronce's Lake Home,,Indian Lake,"Two bedroom Home on Adirondack Lake - Dock, VCR and Boat.",43.789359,-74.2544269,Cabins & Cottages,Cabins & Cottages,,"(43.789359, -74.2544269)"
Adirondacks,Hamilton County,"Crosswinds, The",,Inlet,"Housekeeping cottages on Fourth Lake. Sandy beach, swimming, boating and fishing. Walking distance to Inlet. Restaurants, shops, golf course and hiking trails nearby.",43.7584037,-74.7315101,Cabins & Cottages,Cabins & Cottages,,"(43.7584037, -74.7315101)"
Adirondacks,Hamilton County,Curry's Cottages,,Blue Mountain Lake,10 housekeeping cottages with reasonable rates; some on the lake.,43.8994216,-74.4579925,Cabins & Cottages,Cabins & Cottages,,"(43.8994216, -74.4579925)"
Adirondacks,Hamilton County,Deer Meadows Motel & Cottages,http://www.deermeadows.com,Inlet,"Located on 7th Lake in the beautiful Adirondack Mountains. We offer a sand beach, free row boats, game court, picnic tables, grills and game room. Cottages are fully equipped for housekeeping, all have fireplaces. Located on Snowmobile Trail A, with access to 100's of miles of snowmobiling.",43.7516918,-74.718752,Cabins & Cottages|Hotels & Motels,Cabins & Cottages|Hotels & Motels,,"(43.7516918, -74.718752)"
Adirondacks,Hamilton County,Dickinson Cottage,http://www.centraladirondacks.com/catlist.asp?type=Lodging&det=PriHome,Raquette Lake,"3 bdrm. housekeeping heated cottage on roadside of Raquette Lake. Lakeside screened porch, dock, woodstove, furnace, fully applianced kitchen.  Limit 6 people, no pets.",43.822735,-74.653847,Vacation Rentals,Vacation Rentals,,"(43.822735, -74.653847)"
Adirondacks,Hamilton County,Drake's Cottages,,Inlet,"Adirondack Cottage located near golf, fishing, hiking, horseback riding, cross country skiing, with private beach rights.",43.7431313,-74.7682359,Cabins & Cottages,Cabins & Cottages,,"(43.7431313, -74.7682359)"
Adirondacks,Hamilton County,Dressler's Cabin on the Lake,,Indian Lake,"2BR, 1 Bath cottage on Lake Adirondack. Amenities include fully equipped kitchen, stone fireplace, and private deck. Rowboat, canoe & paddleboat available free of charge.",43.79,-74.25,Cabins & Cottages,Cabins & Cottages,,"(43.79, -74.25)"
Adirondacks,Hamilton County,East Bay,,Indian Lake,"Two bedroom cottage on Lake Adirondack. Fully equipped.  Private Dock, boat, pets allowed.",43.789359,-74.2544269,Cabins & Cottages,Cabins & Cottages,,"(43.789359, -74.2544269)"
Adirondacks,Hamilton County,Eichler Cottage,,Indian Lake,2 bedroom cottage on Indian Lake. Screen Porch.,43.7230344,-74.3093619,Cabins & Cottages,Cabins & Cottages,,"(43.7230344, -74.3093619)"
Adirondacks,Hamilton County,Eighth Lake State Campground,http://www.dec.ny.gov/outdoor/24465.html,Raquette Lake,"Camping for tents & RV's. Lake swimming, hiking/nature trails, boat & boat launch available, fishing.",43.8071164,-74.6268742,Camping,Public Campgrounds,,"(43.8071164, -74.6268742)"
Adirondacks,Hamilton County,Faxon's Cottages,http://www.bluemountainlake.com,Blue Mountain Lake,"3 Lakefront Cottages on Blue Mtn Lake and 1 in the woods with lakeshore privileges. 2-3 BR each, fireplaces & kitchens.",43.857068699999999,-74.431079999999994,Cabins & Cottages,Cabins & Cottages,,"(43.857068699999999, -74.431079999999994)"
Adirondacks,Hamilton County,Forked Lake State Campground,http://www.dec.ny.gov/outdoor/24467.html,Long Lake,"Boat access only.  Boat launch, boat rentals, tables, fireplaces.",44.00277,-74.480248,Camping,Public Campgrounds,,"(44.00277, -74.480248)"
Adirondacks,Hamilton County,Forsell's  Cottages,,Raquette Lake,"2 bedroom cottage on lake - sleeps 4 - no pets. Fully equipped, dock.",43.8294029,-74.6375617,Cabins & Cottages,Cabins & Cottages,,"(43.8294029, -74.6375617)"
Adirondacks,Hamilton County,Galusha's Cabins,,Indian Lake,"On Lewey Lake, 14 miles South of Indian Lake. 18 housekeeping cottages, fireplace, pets allowed.",43.784805,-74.303811,Cabins & Cottages,Cabins & Cottages,,"(43.784805, -74.303811)"
Adirondacks,Hamilton County,Golden Beach State Campground,http://www.dec.ny.gov/outdoor/24468.html,Raquette Lake,"Within 2 mi: boat rentals, restaurants and convenient store.  On water, boat launch, fishing, swimming.",43.8071164,-74.6268742,Camping,Public Campgrounds,,"(43.8071164, -74.6268742)"
Adirondacks,Hamilton County,Great Camp Sagamore,http://www.sagamore.org,Raquette Lake,"National Historic Landmark, dating from 1897. Vintage Vanderbilt Camp. 27 building complex offering guided walking tours as well as birding tours & weekends.",43.7794983,-74.641171,B&Bs & Country Inns|History & Culture|Nature|Path Through History|Tours & Excursions,B&Bs & Country Inns|Birding|History & Culture|Walking tours,,"(43.7794983, -74.641171)"
Adirondacks,Hamilton County,Greenharbor Motel & Cottages,http://www.greenharbormotel.com,Long Lake,"Located on Long Lake, private sandy beach, boat deck, 11 miles to Adirondack Museum. Hiking, tennis nearby.",44.003509700000002,-74.482223000000005,Cabins & Cottages|Hotels & Motels,Cabins & Cottages|Hotels & Motels,,"(44.003509700000002, -74.482223000000005)"
Adirondacks,Hamilton County,Gribneau's Getaway,http://www.geocities.com/gribneau,Inlet,"2 bedroom, lakefront cottage and 3 bedroom house located on 6th Lake.  Both Sleeps 6 people comfortably, includes microwave oven, gas grill, boat dock and rowboat.",43.7441376,-74.7713915,Cabins & Cottages,Cabins & Cottages,,"(43.7441376, -74.7713915)"
Adirondacks,Hamilton County,Harvey's 4th Lake Cottages,http://www.inletnewyorkcottages.com,Inlet,"1, 2, & 3 bedroom housekeeping cottages.",43.7554362,-74.7916352,Cabins & Cottages,Cabins & Cottages,,"(43.7554362, -74.7916352)"
Adirondacks,Hamilton County,"Hedges, The",http://www.thehedges.com,Blue Mountain Lake,"The Hedges, on Blue Mtn Lake is an estate camps open to the public. Hearty breakfast & dinner w/room. Boating, beach, fishing & tennis offered on premises.",43.854768,-74.450626,Hotels & Motels,Hotels & Motels,,"(43.854768, -74.450626)"
Adirondacks,Hamilton County,Hemlock Hall,http://www.hemlockhall.com,Blue Mountain Lake,Family retreat on Blue Mountain Lake's north shore. Full maid service. Breakfast & dinner served.  Automatic heat.,43.868902,-74.442005,Cabins & Cottages|Hotels & Motels,Cabins & Cottages|Hotels & Motels,,"(43.868902, -74.442005)"
Adirondacks,Hamilton County,Hideaway Campsite,,Long Lake,North Point Road - Off Rte. 30 on Long Lake. Trailer & tent sites.,43.886082,-74.5405004,Camping,Privately-owned Campgrounds,,"(43.886082, -74.5405004)"
Adirondacks,Hamilton County,Highland Lodge,http://thehighlandlodge.info,Inlet,"Enjoy rockers on the porch, fully restored 1895 Victorian on lake front, dock, 2 fireplaces, 5 bedrooms, 2 baths, laundry, wkly rental, limit 10 people, n/smoking, n/pets.",43.754245,-74.794326,Cabins & Cottages,Cabins & Cottages,,"(43.754245, -74.794326)"
Adirondacks,Hamilton County,Holl's Inn,http://www.hollsinn.com/,Inlet,"Nestled on the South Shore of beautiful Fourth Lake, Holl's Inn, owned and operated by the Holl family since 1935, retains the flavor of the grand era of Adirondack resorts. The Inn offers traditional Hotel rooms, large lakefront Annex rooms, as well as a number of beautiful housekeeping cottages. Lakeside dining and a cozy Tyrolean cocktail lounge await.",43.75,-74.8,Hotels & Motels,Hotels & Motels,,"(43.75, -74.8)"
Adirondacks,Hamilton County,Hoss's Country Campground,http://www.hossscountrycorner.com,Long Lake,"14 RV Sites. Full hook-ups on scenic pond with flat terrain. Central to stores, fast food and churches.",43.974148,-74.423592,Camping,Privately-owned Campgrounds,,"(43.974148, -74.423592)"
Adirondacks,Hamilton County,Indian Lake Cottage Rental,,Indian Lake,"Lge 4 BR cottage on Indian Lake, with private sandy beach & a boat slip / dock which accommodates a 24 ft. boat.",43.7230344,-74.3093619,Cabins & Cottages,Cabins & Cottages,,"(43.7230344, -74.3093619)"
Adirondacks,Hamilton County,Indian Lake Islands State Campground,http://www.dec.ny.gov/outdoor/24471.html,Indian Lake,"Boat access only. 55 sites, fireplace, tables.  Lake side marina by Rte 30.",43.7325132,-74.3587473,Camping,Public Campgrounds,,"(43.7325132, -74.3587473)"
Adirondacks,Hamilton County,Indian Lake Motel,,Indian Lake,"14 unit motel, pets allowed.",43.784805,-74.303811,Hotels & Motels,Hotels & Motels,,"(43.784805, -74.303811)"
Adirondacks,Hamilton County,Indian Ridge Chalet,,Indian Lake,"Four Bedroom Chalet, with 2-1/2 baths sleeps up to 10. Panoramic Mountain Vistas with private picnic area.",43.7614417,-74.2787929,Vacation Rentals,Vacation Rentals,,"(43.7614417, -74.2787929)"
Adirondacks,Hamilton County,"Inn at Speculator, The",http://www.speculatorinn.com,Speculator,"Family run, Adirondack country Inn featuring fine continental food and seasonal fare served in a cozy knotty pine, fireside dining room.",43.4942909,-74.354777,B&Bs & Country Inns|Restaurants,American|B&Bs & Country Inns,,"(43.4942909, -74.354777)"
Adirondacks,Hamilton County,International Paper John Dillon Park,http://www.johndillonpark.org,Long Lake,"A 200 acre park designed exclusively for people with disabilities, on the shores of Grampus Lake. The campground contains more than 3 miles of trails and 8 specially designed Adirondack leantos, plus a customized pontoon boat for visitors to enjoy.",44.00277,-74.480248,Camping|See & Do,Public Campgrounds,,"(44.00277, -74.480248)"
Adirondacks,Hamilton County,Irondequoit Inn,http://www.irondequoitinn.com/,Piseco,"The Irondequoit Inn, circa 1892, sits on 500 acres of pristine mountain woodlands, with a large private beach and swimming area. The facilities include the main lodge with 12 guest rooms, 2 efficiencies, 5 cottages and numerous private, secluded campsites located along the lake. The property also has private tennis courts and a 10 acre private island for you to explore. Canoe rentals are available onsite. A hearty breakfast served each morning is included during your stay, in season.",43.420424,-74.549759,B&Bs & Country Inns|Cabins & Cottages|Camping,B&Bs & Country Inns|Cabins & Cottages|Privately-owned Campgrounds,,"(43.420424, -74.549759)"
Adirondacks,Hamilton County,Journey's End Cottages,http://www.journeysendlodging.com,Long Lake,"A small lakefront cottage colony of four housekeeping cottages with 1 - 3 bedrooms. Sleeps up to 6 persons. Dock, beach, canoe included. Weekly rates in-season: $600 - $900.",43.911032300000002,-74.442834599999998,Cabins & Cottages,Cabins & Cottages,,"(43.911032300000002, -74.442834599999998)"
Adirondacks,Hamilton County,Karl's Bed & Breakfast,,Indian Lake,Bed & Breakfast overlooks Cedar River. Accommodates 6 people.,43.7834927,-74.4266171,B&Bs & Country Inns,B&Bs & Country Inns,,"(43.7834927, -74.4266171)"
Adirondacks,Hamilton County,Knotty Pines Cottage,,Lake Pleasant,"2 bedroom house, all knotty pine, big living room with TV & VCR, full eat in kitchen, great access to snowmobile trails, with lake rights on Oxbow Lake.",43.4296112,-74.4137802,Cabins & Cottages,Cabins & Cottages,,"(43.4296112, -74.4137802)"
Adirondacks,Hamilton County,La Casita,http://www.lacasitarentals.com/,Inlet,"3 BR Lakefront cottage, sleeps 7. Wrap around deck, private sand beach with floating dock for your boat. 1 Efficiency Apt available. Near golf course, horseback riding, hiking/biking trails and shops.",43.7466742,-74.7664224,Cabins & Cottages,Cabins & Cottages,,"(43.7466742, -74.7664224)"
Adirondacks,Hamilton County,Lake Durant State Campgrounds,http://www.dec.ny.gov/outdoor/24473.html,Blue Mountain Lake,"Within 2 miles: cultural activities, museum, restaurants and convenient store.",43.8567199,-74.4310859,Camping,Public Campgrounds,,"(43.8567199, -74.4310859)"
Adirondacks,Hamilton County,Lake Eaton State Campground,http://www.dec.ny.gov/outdoor/24464.html,Long Lake,"Located on water.  Boat launch, boat rentals, tables, hot showers, dump station.  Fishing, swimming, hiking.",44.00277,-74.480248,Camping,Public Campgrounds,,"(44.00277, -74.480248)"
Adirondacks,Hamilton County,"Lake House, The",http://www.inletny.com/template.asp?type=lod&det=house,Inlet,"This is a two bedroom house. Garage downstairs. Closed in porch. Large Deck. Cable TV, VCR.",43.7584037,-74.7315101,Vacation Rentals,Vacation Rentals,,"(43.7584037, -74.7315101)"
Adirondacks,Hamilton County,Lakeside Lodge,,Inlet,Housekeeping cottages and tourist rooms/share baths.,43.7516918,-74.718752,Cabins & Cottages,Cabins & Cottages,,"(43.7516918, -74.718752)"
Adirondacks,Hamilton County,Lake Snow Forest,,Indian Lake,Secluded modern home. Sleeps 6.,43.8033765,-74.3139664,Vacation Rentals,Vacation Rentals,,"(43.8033765, -74.3139664)"
Adirondacks,Hamilton County,Lapland Lake Nordic Vacation Center,http://www.laplandlake.com,Benson,"A touch of Finland in the Adirondacks! Nationally recognized XC ski & snowshoe center, also for snow tubing and sledding. Owned by Olympian Olavi Hirvonen & family. 4-season cottage rentals, on a natural spring fed lake. Hiking, birding, biking, swimming, canoeing & fishing!",43.2539772,-74.3295433,Cabins & Cottages|Land Adventures|See & Do|Snow Adventures,Cabins & Cottages|Hiking|Skiing (XC)|Snow tubing|Snowshoeing,,"(43.2539772, -74.3295433)"
Adirondacks,Hamilton County,LaPrairie's Lakeside Cottages,,Blue Mountain Lake,"2 fully equipped cottages on the lake. Private beach, hiking trails nearby.  Canoeing, Kayaking & Fishing at cottages.",43.8994216,-74.4579925,Cabins & Cottages,Cabins & Cottages,,"(43.8994216, -74.4579925)"
Adirondacks,Hamilton County,Lewey Lake State Campground,http://www.dec.ny.gov/outdoor/24475.html,Indian Lake,"Located on water.  Boat launch, boat rentals, tables, hot showers, dump station.  Fishing, swimming.",43.815394,-74.333427,Camping,Public Campgrounds,,"(43.815394, -74.333427)"
Adirondacks,Hamilton County,Limekiln Lake State Campground,http://www.dec.ny.gov/outdoor/24476.html,Inlet,"Camping for tents, trailers and RV's. Swimming, hiking and nature trails, fishing, dumping, showers, boats and boat launch available.",43.729062,-74.791055,Camping,Public Campgrounds,,"(43.729062, -74.791055)"
Adirondacks,Hamilton County,Little Sand Point State Campground,http://www.dec.ny.gov/outdoor/24479.html,Piseco,"Located on picturesque Piseco Lake with wooded, hilly terrain. Hiking, swimming and fishing.",43.3918855,-74.596254,Camping,Public Campgrounds,,"(43.3918855, -74.596254)"
Adirondacks,Hamilton County,Locke Harbor Cottages,http://www.indianlake-ny.com,Indian Lake,Lakefront cabins at Locke Harbor.,43.747574,-74.236384,Cabins & Cottages,Cabins & Cottages,,"(43.747574, -74.236384)"
Adirondacks,Hamilton County,Lone Birch Motel,http://www.lonebirch.com,Indian Lake,YR 4 unit motel with 1 chalet and 3 condos. On snowmobile and XC skiing trails.,43.938191,-74.459562,Hotels & Motels,Hotels & Motels,,"(43.938191, -74.459562)"
Adirondacks,Hamilton County,Long Lake Lodge B&B,http://www.longlakelodgebb.com,Long Lake,"Charming Adirondack Lodge, with 4 comfortable rooms which accommodates up to 12 people. Complimentary continental breakfast served each morning.",43.9989099,-74.469959,B&Bs & Country Inns,B&Bs & Country Inns,,"(43.9989099, -74.469959)"
Adirondacks,Hamilton County,Longview,http://www.cyberrentals.com/index.cfm/fa/find.squery?keywords=132792,Wells,"Year Round 3 BR vacation home, with private beach on Lake Algonquin, sleeps up to 7.",43.41,-74.28,Vacation Rentals,Vacation Rentals,,"(43.41, -74.28)"
Adirondacks,Hamilton County,Mallard Cove - Adirondack Properties,http://www.adirondackpropertyrentals.com,Wells,"2 Bedroom on Lake Algonquin. Fully modernized, glass enclosed room overlooking the lake. Living room has a gas fireplace, very private setting close to ski resorts. Sleeps 2 couples or a small family.",43.3920759,-74.291776,Vacation Rentals,Vacation Rentals,,"(43.3920759, -74.291776)"
Adirondacks,Hamilton County,Marina Motel,http://www.inletmotels.com,Inlet,Classic American motel located in the village of Inlet close to all activities. Rooms with two doubles or one king bed. Excellent AAA Inspection.,43.750266,-74.795729,Hotels & Motels,Hotels & Motels,,"(43.750266, -74.795729)"
Adirondacks,Hamilton County,Mary's Rooms,,Inlet,Charming Boarding House with rooms above the longest running gift shop in the Adirondacks,43.7689312,-74.8209426,B&Bs & Country Inns,B&Bs & Country Inns,,"(43.7689312, -74.8209426)"
Adirondacks,Hamilton County,McCormack's Cottages,,Indian Lake,"2 cozy lakeside cottages just south of Indian Lake, with a private sand beach.",43.77,-74.31,Cabins & Cottages,Cabins & Cottages,,"(43.77, -74.31)"
Adirondacks,Hamilton County,Melody Lodge,http://www.melodylodge.com,Speculator,"Authentic Adirondack Lodge, overlooking Sacadanga Lake & Lake Pleasant from atop Page Hill. Dine & Stay in our new rooms. Access to snowmobile trails, close to XC ski trails, and public beach & hiking trails in the summer.",43.516256,-74.373353,B&Bs & Country Inns|Hotels & Motels|Restaurants,American|B&Bs & Country Inns|Hotels & Motels,,"(43.516256, -74.373353)"
Adirondacks,Hamilton County,Minnowbrook Conference Center,http://www.minnowbrook.org,Blue Mountain Lake,"Adirondack Retreat on the lake. Casual, meals, snack, beverages provided.  Division of Syracuse University. 75 seat classroom.",43.868902,-74.442005,Cabins & Cottages|Hotels & Motels,Cabins & Cottages|Hotels & Motels,,"(43.868902, -74.442005)"
Adirondacks,Hamilton County,Moffitt Beach State Campground,http://www.dec.ny.gov/outdoor/24483.html,Speculator,Located on picturesque Sacandaga Lake. Area is generally flat and well wooded with large white pines and hardwoods. Interpreter/activity program.,43.496001,-74.348196,Camping,Public Campgrounds,,"(43.496001, -74.348196)"
Adirondacks,Hamilton County,Motel Long Lake & Cottages,http://www.motellonglake.com,Long Lake,Motel Long Lake & Cottages is located directly on the shores of Long Lake with a private beach. There are 8 motel rooms and 13 cottages available.,43.976526,-74.418954,Cabins & Cottages|Hotels & Motels,Cabins & Cottages|Hotels & Motels,,"(43.976526, -74.418954)"
Adirondacks,Hamilton County,Mountain View Cottages,http://www.rawood.com/mountainview_cottages/,Piseco,"2 quaint lakeside cottages, sleep up to 6 each. Private beach, children's play area, and use of a rowboat.",43.6,-74.58,Cabins & Cottages,Cabins & Cottages,,"(43.6, -74.58)"
Adirondacks,Hamilton County,Nelson's Cottages,http://www.nelsonscottages.com,Inlet,"7 housekeeping cottages, 5 motel units, family orientated, child-safe sandy beach next to NYS Public Boat Launch. 15 minute walk to Inlet, 15 minute drive to Old Forge, NY",43.7689324,-74.8209669,Cabins & Cottages,Cabins & Cottages,,"(43.7689324, -74.8209669)"
Adirondacks,Hamilton County,Oxbow Lake Motel,,Lake Pleasant,"10 room motel, all with Lake view, 2 full size beds per room. 5 rooms have efficiency units.",43.4296112,-74.4137802,Hotels & Motels,Hotels & Motels,,"(43.4296112, -74.4137802)"
Adirondacks,Hamilton County,Parquet Waterfront Camp,http://www.adkbyowner.com/5358.html,Inlet,"Large (5,000 square ft.) camp with 9 Bed Room's, sleeps up to 20. 5 Bath Rms, Game Room, Great Room with Stone Fireplace. Private Dock next to beach. Perfect for groups!",43.7584037,-74.7315101,Hotels & Motels,Hotels & Motels,,"(43.7584037, -74.7315101)"
Adirondacks,Hamilton County,Payne's Cottages,,Inlet,Housekeeping Cottages on the Lake.,43.745479,-74.765332,Cabins & Cottages,Cabins & Cottages,,"(43.745479, -74.765332)"
Adirondacks,Hamilton County,Peter's Housekeeping Cottages,,Inlet,"Cozy Lakeview Cottages (1-2-3 bedroom) are comfortable & well equipped. Enjoy 208' of Sandy Beach, swimming area and free docking along with free canoes & paddleboats so you can exlore the lake.",43.73,-74.74,Cabins & Cottages,Cabins & Cottages,,"(43.73, -74.74)"
Adirondacks,Hamilton County,Pine Cove - Adirondack Properties,http://www.adirondackpropertyrentals.com,Wells,"1 Bedroom cottage on Lake Algonquin, w/fully equipped kitchen, outdoor fireplace, & large deck extending over the lake. Rowboat is available for guests use as well as a private beach. Sleeps 1 couple or small family of 3.",43.47,-74.27,Cabins & Cottages,Cabins & Cottages,,"(43.47, -74.27)"
Adirondacks,Hamilton County,Pine Haven,http://www.cyberrentals.com/USA/New-York/Adirondacks/vacation-house-Wells/p118577.htm,Wells,"Large 4BR house, 2BR house sleeps 14-16, with a screened porch. Located on Lake Algonquin, this camp has a private beach with boats & canoes available for your use.",43.47,-74.27,Cabins & Cottages|Vacation Rentals,Cabins & Cottages|Vacation Rentals,,"(43.47, -74.27)"
Adirondacks,Hamilton County,Piseco Lake Lodge,,Piseco,"Motel, Restaurant, Bar, Fuel",43.420424,-74.549759,Hotels & Motels,Hotels & Motels,,"(43.420424, -74.549759)"
Adirondacks,Hamilton County,Pleasant Manor,,Piseco,"On Piseco Lake, 3 available housekeeping cabins/cottages, sandy beach ideal for children.",43.407973,-74.5325709,Cabins & Cottages,Cabins & Cottages,,"(43.407973, -74.5325709)"
Adirondacks,Hamilton County,Pleasant Point Country Inn  B&B,http://www.pleasantpointcountryinn.com,Speculator,"Charming B&B with 5 completely renovated rooms, each with private bath. Full breakfast served to guests each morning. Witih walking distance to shopping, restaruants & beach.",43.55,-74.35,B&Bs & Country Inns,B&Bs & Country Inns,,"(43.55, -74.35)"
Adirondacks,Hamilton County,Ploomy Mae's Lakeside Cottage,http://www.ploomymaes.com,Wells,"Fully restored turn-of-the-century Victorian home, sleeps 8. Fully furnished with 2 BR, 1 full bath, game room and complete kitchen. Public beach is right across the street.",43.51,-74.3,Cabins & Cottages,Cabins & Cottages,,"(43.51, -74.3)"
Adirondacks,Hamilton County,Point Breeze Motel & Cottages,,Indian Lake,6 unit motel with cottages on Indian Lake.,43.7614417,-74.2787929,Cabins & Cottages,Cabins & Cottages,,"(43.7614417, -74.2787929)"
Adirondacks,Hamilton County,Point Comfort State Campground,http://www.dec.ny.gov/outdoor/24489.html,Piseco,"Located on picturesque Piseco Lake, offers activities such as hiking, swimming and fishing. Well wooded areas.",43.3918855,-74.596254,Camping,Public Campgrounds,,"(43.3918855, -74.596254)"
Adirondacks,Hamilton County,Poplar Point State Campground,http://www.dec.ny.gov/outdoor/24491.html,Piseco,"Located on picturesque Piseco Lake, offering quiet solitude.",43.3918855,-74.596254,Camping,Public Campgrounds,,"(43.3918855, -74.596254)"
Adirondacks,Hamilton County,Private Cottage On Lake Abanakee,,Indian Lake,"Small, private lakefront cottage. Fully furnished.",43.7717309,-74.258827,Cabins & Cottages,Cabins & Cottages,,"(43.7717309, -74.258827)"
Adirondacks,Hamilton County,Prospect Point Cottages,http://www.prospectpt.com,Blue Mountain Lake,"New Cottages on Blue Mtn. Lake, some with fireplaces, all with full  kitchens, porches, outdoor B-B-Q's and fire rings. Located directly on Blue Mtn. Lake with 200 ft. sand beach, conference building with piano and fireplace, free use of canoes, rowboats and paddleboats, free wireless Internet and Cable TV.",43.845196,-74.407445,Cabins & Cottages,Cabins & Cottages,,"(43.845196, -74.407445)"
Adirondacks,Hamilton County,Quackenbush's Long View Wilderness Lodge,http://www.longviewlodge.com/,Long Lake,"YR triple A inspected lakeside lodge and restaurant located near trails, marina and the Adirondack Museum",43.949022,-74.4517089,Hotels & Motels|Restaurants,American|Hotels & Motels,,"(43.949022, -74.4517089)"
Adirondacks,Hamilton County,Quiet Time Cottage,http://www.quiettimeadirondacks.com/,Raquette Lake,"Four season vacation cottage, with 4 BR, 1-1/2 Baths, and a fully furnished kitchen. Access to Raquette Lake is a short walk to Antler's Beach.",43.87,-74.55,Cabins & Cottages,Cabins & Cottages,,"(43.87, -74.55)"
Adirondacks,Hamilton County,Raquette Lake Hotel & Tap Room,,Raquette Lake,"Two rooms share one bathroom. Tubs only, no phones, no TV.  1920's hotel with done over rooms.",43.8294029,-74.6375617,Hotels & Motels,Hotels & Motels,,"(43.8294029, -74.6375617)"
Adirondacks,Hamilton County,Red Pines B&B,http://www.redpinesbb.com,Speculator,"Relax and explore the southern Adirondacks at Red Pines B&B, 51 acres for hiking or skiing, located on Lake Pleasant with a private beach. Red Pines boasts 3 private rooms, with a great room (and fireplace) to read, write and relax at night. Full Breakfast for 2 included with each nights stay.",43.48,-74.36,B&Bs & Country Inns,B&Bs & Country Inns,,"(43.48, -74.36)"
Adirondacks,Hamilton County,Red Ski Cottages,,Inlet,"Central Adirondacks. A residential mountain location. Walking distance to Inlet village. Boating, swimming, hiking, snowmobiling.  Across from ice rink.",43.7496117,-74.8015108,Cabins & Cottages,Cabins & Cottages,,"(43.7496117, -74.8015108)"
Adirondacks,Hamilton County,Risley's Rush Point Cottages,http://www.rushpt.net,Raquette Lake,"Started in 1881, Rush Point has 8 rustic style housekeeping cottages on Raquette Lake. Full access to lake with a private beach and dock.",43.8069033,-74.6219651,Cabins & Cottages,Cabins & Cottages,,"(43.8069033, -74.6219651)"
Adirondacks,Hamilton County,Rocky Point Properties,http://www.rockypointproperties.com,Inlet,"Townhouse resort. Each of 26 homes, features 3 BRs, 3 baths, complete kitchens, L/ RM  w/fireplace and an upper & lower deck. Rocky Point sits directly on 4th lake, with a private 1300 foot sand beach and boat docks available for your use.",43.7516918,-74.718752,Hotels & Motels|Vacation Rentals,Hotels & Motels|Vacation Rentals,,"(43.7516918, -74.718752)"
Adirondacks,Hamilton County,Rustic Adirondack Home,,Speculator,"Large single family camp, sleeps up to 10. Situated on Lake Pleasant, with lake access with dock. Amenities include fireplace in living room, full kitchen and laundry facilities.",43.55,-74.35,Cabins & Cottages,Cabins & Cottages,,"(43.55, -74.35)"
