Region,County,Title,Description,Latitude,Longitude,Tags 1,Tags 2,Website URL,Photo URL,Location
Finger Lakes,Chemung County,DJ's Golf Center,"Par 3, 2250 yards, 9 holes.",42.001860200000003,-76.5864847,Land Adventures,Golf Private,,,"(42.001860200000003, -76.5864847)"
Finger Lakes,Chemung County,DJ's Golf Center,"Par 3, 2250 yards, 9 holes - closed to the public during tournaments",42.031126,-76.724222299999994,Land Adventures,Golf Private,,,"(42.031126, -76.724222299999994)"
Finger Lakes,Chemung County,Ed's Pro Dive Center,"Providing scuba and snorkeling equipment, PADI scuba instructions, boat trips, pure air fills, paint ball fills, scuba sales and rentals, taints, regulators and wet suits",42.077444,-76.811413000000002,Water Adventures,Scuba diving,,,"(42.077444, -76.811413000000002)"
Finger Lakes,Chemung County,Elmira Drive-In Theatre,"Originally opened in 1939 - now has 2 big screens with Dolby stereo surround sound. Visit the concession stand and see if you won a door prize give-away!  Open daily, shows at dusk. Children under 12 are admitted free with paying adults.",42.0906831,-76.805413400000006,Amusements,Family entertainment,http://www.elmiradrivein.com/telmi,,"(42.0906831, -76.805413400000006)"
Finger Lakes,Chemung County,Elmira Jackals Hockey,Plays at the Coach USA Center/Arena. A United States Hockey League Team.,42.088311400000002,-76.807538100000002,Sports & Gaming,Sports teams,http://www.jackalshockey.com/default.asp,,"(42.088311400000002, -76.807538100000002)"
Finger Lakes,Chemung County,Elmira Little Theatre,Community live theater organization that presents a musical and three non-musical performances during the year.,42.089796499999999,-76.807733799999994,Museums,Performing Arts,http://www.clemenscenter.com,,"(42.089796499999999, -76.807733799999994)"
Finger Lakes,Chemung County,Elmira Pioneers Baseball Team,"Enjoy the Great American past time at historic Dunn Field, home to professional baseball for over 100 years and the site of the first organized baseball game.",42.089796499999999,-76.807733799999994,Sports & Gaming,Arenas|Sports teams,http://www.elmirapioneers.com,http://iloveny.com/d3k/mem/Generic/1932/564.jpg,"(42.089796499999999, -76.807733799999994)"
Finger Lakes,Chemung County,Elmira Soaring School,Full service soaring instruction and rides.,42.162244000000001,-76.882028000000005,Air Adventures,Soaring,,,"(42.162244000000001, -76.882028000000005)"
Finger Lakes,Chemung County,First Arena,"Jewel of Downtown Elmira, home of the Elmira Jackals Hockey team, nationally performing rock, country and pop artists and more.",42.088311400000002,-76.807538100000002,Sports & Gaming,Arenas,http://www.firstarena.com/,,"(42.088311400000002, -76.807538100000002)"
Finger Lakes,Chemung County,Glider Rides,"Glider rides are being offered on Harris Hill, the Soaring Capital of America! From early April to the end of October, rides are from 10 a.m. to 6 p.m. on weekends, weather permitting. From the end of June to the end of August, rides are from 10 a.m. to 6 p.m. daily. Also, don't forget to check out the incredible history of soaring by visiting the National Soaring Museum, also located on Harris Hill in Elmira.",42.103685499999997,-76.896071500000005,Air Adventures|See & Do|Tours & Excursions,Air tours|Soaring,http://www.harrishillsoaring.org,,"(42.103685499999997, -76.896071500000005)"
Finger Lakes,Chemung County,Harris Hill Soaring Center,FAA certified pilots will fly you over the scenic Finger Lakes region.,42.119434699999999,-76.899279899999996,Air Adventures|Tours & Excursions,Air tours|Soaring,http://www.harrishillsoaring.org/,http://iloveny.com/d3k/mem/Generic/6321/1610.jpg,"(42.119434699999999, -76.899279899999996)"
Finger Lakes,Chemung County,Historic Near Westside Tours,"Tour inside homes in New York State's largest concentration of Victorian Homes.  A variety of tours are available including Victorian homes, Mark Twain and Civil War themes.  Both walking tours and step-on guide services are available for groups.",42.089076400000003,-76.807438399999995,Tour Operators|Tours & Excursions,Tour operators|Walking tours,http://www.historicnearwestside.com,,"(42.089076400000003, -76.807438399999995)"
Finger Lakes,Chemung County,"Horseheads Brewing, Inc.","TAP NY Winner - Best Craft Beer Brewery in New York State! Offering hand-crafted, high quality beer brewed with the freshest and highest quality ingredients, resulting in exceptionally clean, fresh, pure and delicious ale!  Stop by our tasting room to sample a wide variety of regular and seasonal beers.",42.183297000000003,-76.812066000000002,Local food and drinks,Breweries,http://www.horseheadsbrewing.com,,"(42.183297000000003, -76.812066000000002)"
Finger Lakes,Chemung County,Horseheads Historical Museum,"Original cartoons of Eugene Zimmerman, political humorist of late 19th-early 20th-c.",42.166231000000003,-76.821837000000002,History & Culture|Museums,Historic sites|Science-Natural History,,,"(42.166231000000003, -76.821837000000002)"
Finger Lakes,Chemung County,Mark Twain Golf Course,"18 hole regulation course, designed by Donald Ross. Scenic, plush greens, challenging.",42.140601199999999,-76.828676099999996,Land Adventures,Golf Private,,,"(42.140601199999999, -76.828676099999996)"
Finger Lakes,Chemung County,Mark Twain Study and Exhibit,"Located on the beautiful campus of Elmira College, where Mark Twain wrote Adventures of Huckleberry Finn and other classics. The Mark Twain Exhibit is located in Hamilton Hall.",42.096344000000002,-76.816749999999999,History & Culture,Historic sites,,http://iloveny.com/d3k/mem/Generic/3678/1155.jpg,"(42.096344000000002, -76.816749999999999)"
Finger Lakes,Chemung County,National Soaring Museum,"Experience 100 exciting years of motorless aviation; Hands-on exhibits, active soaring field, films, world's largest collection of sailplanes.",42.122030299999999,-76.901784699999993,Museums|Path Through History,Historical,http://www.soaringmuseum.org,http://iloveny.com/d3k/mem/Generic/2858/895.jpg,"(42.122030299999999, -76.901784699999993)"
Finger Lakes,Chemung County,Near Westside Historic District,National Historic Register. 22-block area of guided and self-guided walking tours.,42.089154999999998,-76.814947000000004,History & Culture,Historic sites,,,"(42.089154999999998, -76.814947000000004)"
Finger Lakes,Chemung County,Near Westside Neighborhood Association,The Near Westside Historic District is nationally recognized as having the largest concentration of Victorian homes in New York State.  Self-guided walking tours are available year-round.,42.089154999999998,-76.814947000000004,Tours & Excursions,Walking tours,http://www.nwnainc.com,,"(42.089154999999998, -76.814947000000004)"
Finger Lakes,Chemung County,Newtown Battlefield State Park,"The climactic battle of the Sullivan-Clinton campaign occurred here as approximately 5,000 Continental soldiers defeated the British led Iroquios and Loyalists.",42.051144100000002,-76.747152900000003,Camping|Museums,Historical|Public Campgrounds,http://www.nysparks.com,http://iloveny.com/d3k/mem/Generic/4398/1319.jpg,"(42.051144100000002, -76.747152900000003)"
Finger Lakes,Chemung County,Oldies But Goodies,"Antique furniture, home accessories, candles, runners, pictures, mirrors, bath aromatherapy, table lace, quality gifts and an assortment that never ends.",42.124141000000002,-76.930611999999996,Shopping,Antiques|Country store,,,"(42.124141000000002, -76.930611999999996)"
Finger Lakes,Chemung County,Park Church,"Rev. Thomas K. Beecher, brother of Harriet Beecher Stowe, friend of Mark Twain, catalyst in construction of this unique 19th-c historic structure.",42.089496699999998,-76.809069699999995,History & Culture,Historic sites|Religious sites,,,"(42.089496699999998, -76.809069699999995)"
Finger Lakes,Chemung County,Soaring Eagles Golf Course at Mark Twain State Park,Named for the great 19th-c author. Home to one of the most scenic and challenging 18-hole courses in the area that has a unique design with only two parallel holes.,42.205019399999998,-76.823714100000004,Land Adventures|Nature,Golf Private|State parks,http://www.nysparks.com,,"(42.205019399999998, -76.823714100000004)"
Finger Lakes,Chemung County,Tanglewood Nature Center & Museum,More than 40 species of trees and shrubs can be found on this site and more than 150 species of wildflowers have been recorded. The diverse plant life attracts a good diversity of animal life as well (175 different kinds of species).,42.107119400000002,-76.891905600000001,Museums|Nature,Children's|Nature Centers,http://www.tanglewoodnaturecenter.com,http://iloveny.com/d3k/mem/Generic/3590/1132.jpg,"(42.107119400000002, -76.891905600000001)"
Finger Lakes,Chemung County,The Starlite Room,An upscale club specializing in Finger Lakes wines & beers and offering local and regional entertainment. Gay friendly!,42.132466999999998,-76.811336999999995,Group|LGBT|LGBT|Local food and drinks|Restaurants,Local food and drinks,http://www.thestarliteroomelmira.com,http://iloveny.com/d3k/mem/Generic/12533/3109.jpg,"(42.132466999999998, -76.811336999999995)"
Finger Lakes,Chemung County,Trolley Into Mark Twain Country,"A one hour guided tour of Mark Twain’s legacy in Elmira, NY, where the author penned his greatest classics from his summer home. Tours depart Tuesday through Saturday, on the hour from 10 AM to 2 PM, during July & August from the Chemung Valley History Museum, 415 East Water Street in Elmira. Please note the trolley will not run on July 4th.  Tickets are $4 for adults and $2 for children 12 & under when accompanied by an adult. Reservations are encouraged but not required, and may be made by calling 607.734.4167. 

Points of interest on the tours departing from 10 AM to 1 PM include: a stop to go inside the Mark Twain Study at Elmira College; the beautiful Maple Avenue Historic District;  Woodlawn National Cemetery (honoring Civil War Fallen Union and Confederate Soldiers, and modern era Armed Services Veterans); historic Near Westside District; Elmira Civil War Prison Camp; Dunn Field, home of the Elmira Pioneers baseball team; the Arnot Art Museum; the Chemung Valley History Museum; the Clemens Center ... and more! The 2 PM tour will take a different route and stop at both the Mark Twain Study at Elmira College and Twain’s gravesite at Woodlawn Cemetery. 

To view a video of the Trolley into Twain Country tours, go to: http://www.marktwaincountry.com/mark-twain/trolley-into-twain-country-tours/",42.088763999999998,-76.800548000000006,History & Culture|Path Through History|Tours & Excursions,Trolley rides,http://www.marktwaincountry.com,http://iloveny.com/d3k/mem/Generic/3668/1148.jpg,"(42.088763999999998, -76.800548000000006)"
Finger Lakes,Chemung County,Upstate Brewing Co.,Offering high quality craft beers which are produced with local ingredients and appeal to a broad spectrum of tastes and wallets!  Stop by for a free tasting of both regular and seasonal beers.,42.133394000000003,-76.811639,Local food and drinks,Local food and drinks,http://www.upstatebrewing.com,,"(42.133394000000003, -76.811639)"
Finger Lakes,Chemung County,"Village Sampler, The","Enjoy a unique setting, specializing in quilting and cross-stitch with an extensive line of fabric, books and notions.",42.135939999999998,-76.937134999999998,Shopping,Village Shops,,,"(42.135939999999998, -76.937134999999998)"
Finger Lakes,Chemung County,Willowcreek Golf Course,"27 holes, making it and available & affordable golf course in the Southern Tier. Solo Cart available-C.F.I.; Tee times available, 2 practice par 3s. Pavilion",42.133460999999997,-76.942227799999998,Land Adventures,Golf Private,,,"(42.133460999999997, -76.942227799999998)"
Finger Lakes,Chemung County,Wings of Eagles Discovery Center,"Located at the Elmira Corning Regional Airport, the Wings of Eagles Discovery Center is a trip back in time, immersing the visitor into aviation's past, from the early pioneers, through the Golden Age of flight to the frontiers of Space.  For a realthrill try testing your flying skills in a flight simulator or purchase a ride in a vintage plane.",42.169080100000002,-76.892294100000001,History & Culture|Museums|Path Through History,Historical|Military history|Museums,http://www.wingsofeagles.com,http://iloveny.com/d3k/mem/Generic/9616/2329.jpg,"(42.169080100000002, -76.892294100000001)"
Finger Lakes,Chemung County,Woodlawn National Cemetery,Veterans - Civil War to Vietnam.,42.111671399999999,-76.826526400000006,History & Culture,Cemetaries,,,"(42.111671399999999, -76.826526400000006)"
Central New York,Chenango County,Afton Golf Course,"18 hole championship layout. Gently rolling hills. Bar, restaurant and pro shop. PGA Pros.",42.240907100000001,-75.507057599999996,Land Adventures|Restaurants|Shopping,American|Golf Private|Shopping,http://www.aftongolf.com,,"(42.240907100000001, -75.507057599999996)"
Central New York,Chenango County,"Afton Museum, The","House & barn built by Linus Jackson in 1868. Contains permanent/changing exhibits of local history, industry, home life & farming. Scale model of the Link Space Shuttle Trainer, memorabilia from Revolutionary War to the Vietnam Conflict.",42.225799600000002,-75.527595599999998,Museums,Historical,http://www.tri-countyny.net/ahs.html,,"(42.225799600000002, -75.527595599999998)"
Central New York,Chenango County,Afton Raceway,"Dirt track racing, modified, sportsman, street stock, 4-cylinder stock, pure stock classes.",42.236587999999998,-75.526911900000002,Sports & Gaming,Auto Racetracks,,,"(42.236587999999998, -75.526911900000002)"
Central New York,Chenango County,Black Bear Farm Winery,"Producers of fine fruit wines and ciders. Open for tours, tastings, weekend events and private parties.",42.285487400000001,-75.868701200000004,Local food and drinks,Wineries,http://blackbearwinery.com,,"(42.285487400000001, -75.868701200000004)"
Central New York,Chenango County,Bluestone Golf Course,"18 holes, 6068 yards, par 71,  Club Rentals.  Bar, Restaurant and Proshop",42.447403000000001,-75.596940500000002,Land Adventures,Golf Private,,,"(42.447403000000001, -75.596940500000002)"
Central New York,Chenango County,Bowman Lake State Park,"Park roads wind through forests. Camping, swimming, picnicking, fishing, bird watching (103 species). Nature center has self-guided trail brochure for trail around the lake. Winter snowmobiling, XC skiing.",42.514290299999999,-75.692124699999994,Camping|Nature|Snow Adventures|Water Adventures,Birding|Fishing|Public Campgrounds|Skiing (XC)|Snowmobiling,http://www.nysparks.com,,"(42.514290299999999, -75.692124699999994)"
Central New York,Chenango County,Bullthistle Model Railroad Museum,"Museum is dedicated to preserving the Railroad Heritage of Norwich in Chenango County.  Exhibits of large and small model trains, includes 'S' -scale, 'O' - scale, 'O27' scale and 'N' -scale.",42.537176000000002,-75.520927999999998,Museums,Science-Natural History,http://www.bmrs.org,,"(42.537176000000002, -75.520927999999998)"
Central New York,Chenango County,Canasawacta Country Club,"A fun and challenging course over hilly terrain. Family owned for 16 years. Restaurant, bar and proshop.",42.564758699999999,-75.539636900000005,Land Adventures,Golf Private,,,"(42.564758699999999, -75.539636900000005)"
Central New York,Chenango County,Chenango County Council of the Arts,"The Arts Council offers performances, gallery exhibits, art classes, funding opportunities and workshops for artists and organizations.  Many other special events held here for the community.",42.530924900000002,-75.526350199999996,Arts & Culture,Other Performing Arts,http://www.chenangoarts.org,,"(42.530924900000002, -75.526350199999996)"
Central New York,Chenango County,Chenango County Historical Society Museum,"1896 brick school house exhibits on county settlers from past to present. Exhibits include Chenango Canal, Indian Artifacts, and many displays on businesses in Chenango County.",42.537365999999999,-75.519487999999996,History & Culture,Historic sites|Historical museums,http://www.chenangohistorical.org,,"(42.537365999999999, -75.519487999999996)"
Central New York,Chenango County,Drover Hill Farms,"Located on 240 acres of rolling hills and beautiful scenery, this historic farm features a unique double kiln hop house, a nationally known herd of Scottish Highland cattle, fine Angus cattle and a charming Victorian farmhouse. The house is decorated with a unique mixture of antiques and family heirlooms. Two rooms with private baths have been restored in the former hop workers section of the home, plus there are two rooms with shared baths in the main section. This is a working farm, using nature’s bounty to produce grass fed beef and show cattle. Come relax on the front porch, settle in the Victorian parlor or enjoy a game of pool in the billiard room. We are located less than 10 minutes from the Colgate Campus and 20 minutes from Morrisville State College.",42.768104999999998,-75.517797000000002,Animals|B&Bs & Country Inns,B&Bs & Country Inns|Farm Visits,http://www.droverhillfarm.com,,"(42.768104999999998, -75.517797000000002)"
Central New York,Chenango County,Earlville Opera House,"Nat'l Historic Landmark. 1892 theater is an example of late 19th century architecture with two art galleries, arts cafe, artisan gift shop.  The diverse performances include theater, Folk, Blues, Bluegrass, Cajun, Zydeco, Celtic and Americana roots music.  Annual Christmas holiday art sale.",42.739736299999997,-75.544734399999996,History & Culture|Museums,Historic sites|Performing Arts,http://www.earlvilleoperahouse.com,,"(42.739736299999997, -75.544734399999996)"
Central New York,Chenango County,Genegantslet Golf Course,"Located in the valley, flat terrain, large greens links style course.  Restaurant, Bar and Proshop.",42.251926900000001,-75.822969400000005,Land Adventures,Golf Private,,,"(42.251926900000001, -75.822969400000005)"
Central New York,Chenango County,Made In Chenango,Cooperative gallery showcasing local artisans' creations.,42.530452500000003,-75.523733399999998,Shopping,Specialty Shopping,http://www.madeinchenango.com,,"(42.530452500000003, -75.523733399999998)"
Central New York,Chenango County,Mountain Top Golf Course,9-hole public rural course. Driving range and restaurant available on site.,42.687142000000001,-75.434987000000007,Land Adventures,Golf Private,,,"(42.687142000000001, -75.434987000000007)"
Central New York,Chenango County,New York State Fish Cultural Center,New York State Fish hatchery.,42.674293499999997,-75.771266900000001,Animals,Fisheries,,,"(42.674293499999997, -75.771266900000001)"
Central New York,Chenango County,Northeast Classic Car Museum,"A fun and educational facility that collects, preserves, interprets and exhibits vehicles related to the evolution of transportation. It has the world's largest Franklin collection of  cars. Relive the romance of the american beauties. Over 160 classics and antiques with frequently changing exhibits.",42.536751600000002,-75.521492499999994,Museums|See & Do,Museums|Science-Natural History,http://www.classiccarmuseum.org,,"(42.536751600000002, -75.521492499999994)"
Central New York,Chenango County,Oquaga Creek State Park,"55-acre Arctic Lake has sandy beach for swimmers. Fish for black bass, bullheads and rainbow trout. Winter: sledding, ice skating, ice fishing, snowshoeing, xc skiing.",42.242324000000004,-75.407162,Camping|Snow Adventures,Public Campgrounds|Skating,http://www.nysparks.com,,"(42.242324000000004, -75.407162)"
Central New York,Chenango County,Riverbend Golf Course,"9 hole course, bordering on the Unadilla River. Restaurant, Bar and Proshop.",42.640259999999998,-75.331005000000005,Land Adventures,Golf Private,,,"(42.640259999999998, -75.331005000000005)"
Central New York,Chenango County,Rogers Environmental Education Center,"600 acres, variety of habitats for hiking, bird watching, snowshoeing, XC skiing.",42.679870000000001,-75.474915800000005,Nature,Birding|Nature|State parks,http://www.friendsofrogers.org,,"(42.679870000000001, -75.474915800000005)"
Central New York,Chenango County,Sundown Golf and Country Club,"Restaurant, Bar and Proshop",42.390861600000001,-75.465233600000005,Land Adventures,Golf Private,,,"(42.390861600000001, -75.465233600000005)"
Central New York,Chenango County,Talons! A Bird of Prey Experience,"Come fly with the Raptors for a wildlife adventure few have tried. Learn about the birds of prey, falconry and flying hawks, falcons and owls! Talons offers several interactive and truly unforgettable programs for families, groups, couples and individuals of all ages. Hawk walks, photography sessions and private falconry academies are available.",42.770556900000003,-75.515817999999996,Nature,Birding|Nature|Other parks,http://www.talonsbirdsofprey.com,,"(42.770556900000003, -75.515817999999996)"
Central New York,Chenango County,Thunder Ridge Cycle Park,"AMA amateur motorcross races from Apr through Oct - following the District 3 race schedule.  The track is one mile long and offers CNYMRA motorcross races and AHRMA vintage races. Also has a hare scramble course"" which provides exciting viewing of WYNOA sanctioned races through woods and fields - this track is over six miles long!""",41.606758399999997,-72.873254299999999,Sports & Gaming,Auto Racetracks,http://www.thunderridge.biz,,"(41.606758399999997, -72.873254299999999)"
Central New York,Chenango County,Tsuga Links,"Located with scenic views of the Butternut Valley - this new golf course in Garrattsville offers 9 holes of a championship style links course.  Tsuga Links, 20 miles from both Cooperstown and Oneonta, is a diverse public course that is fully irrigated, has USGA spec'ed bent grass greens, natural areas, multiple tee boxes and practice greens.  Limited memberships are available. Golf carts available.",42.624240399999998,-75.331559999999996,Land Adventures,Golf Private,http://www.tsugalinks.com,,"(42.624240399999998, -75.331559999999996)"
Central New York,Chenango County,Unadilla Valley Sports Center,"Professional Off-Road Truck Racing; Amateur & Professional Motocross Racing. All racing on all natural tracks, with jumps, whoops and major elevation changes.",42.701902099999998,-75.320424200000005,Sports & Gaming,Auto Racetracks,http://www.unadillamx.com,,"(42.701902099999998, -75.320424200000005)"
Adirondacks,Clinton County,Adirondack Architectural Heritage,"Adirondack Architectural Heritage (AARCH) tours. Historic Great Camps, mining and military sites, prisons, farms, bridges, lighthouses, and hamlets.",44.507550999999999,-73.483316000000002,Museums,Historical,http://www.aarch.org,,"(44.507550999999999, -73.483316000000002)"
Adirondacks,Clinton County,Adirondack Equine Center at Ausable Chasm,Wintertime sleigh rides.  All season guided horseback riding.  The well being of our horses always comes first and it shows.  They are known for their gentleness and have been trained to exacting standards.  Fifteen minute free orientation lesson given prior to every ride.  Reservations suggested.,44.523688999999997,-73.457698899999997,Animals|Snow Adventures,Animals|Sleigh-rides,http://www.equinecenter.net,http://iloveny.com/d3k/mem/Generic/10782/2658.jpg,"(44.523688999999997, -73.457698899999997)"
Adirondacks,Clinton County,Adirondack Golf and Country Club,"Completely irrigated, bent grass tees, fairways and greens. Championship course for the novice to the experienced golfer.",44.608393900000003,-73.485318000000007,Land Adventures,Golf Private,http://www.adirondackgolfclub.com,,"(44.608393900000003, -73.485318000000007)"
Adirondacks,Clinton County,Adirondack Stable & Equestrian Center,Horseback riding stable,44.805672999999999,-73.506867999999997,Animals,,http://www.adirondackstable.net,,"(44.805672999999999, -73.506867999999997)"
Adirondacks,Clinton County,Airborne International Raceway,Paved .5 mi stock car race track.,44.505047900000001,-73.480134800000002,Sports & Gaming,Auto Racetracks,http://www.airborneparkspeedway.com,,"(44.505047900000001, -73.480134800000002)"
Adirondacks,Clinton County,Alice T Miner Museum,1824 classic colonial revival house museum with period furnishings.,44.874451999999998,-73.339174,History & Culture,Historic sites,http://www.minermuseum.org,,"(44.874451999999998, -73.339174)"
Adirondacks,Clinton County,Ausable Chasm,"Ausable Chasm, open to the public since 1870, is one of the oldest attractions in North America.  Explore the Chasm on nature trails with scenic vistas and waterfalls.  Add rafting or tubing in the Chasm for the perfect adventure.  Also offering camping, horseback riding, biking, restaurant, gift shop and more.",44.524744300000002,-73.461552499999996,Nature|Tours & Excursions|Water Adventures,Walking tours|Water Adventures|Waterfalls & Gorges,http://www.ausablechasm.com,http://iloveny.com/d3k/mem/Generic/10812/2666.jpg,"(44.524744300000002, -73.461552499999996)"
Adirondacks,Clinton County,Au Sable Valley Golf Club,"Scenic mountain 9 hole course, par 34, slope 122.",44.457382799999998,-73.655740300000005,Land Adventures,Golf Private,,,"(44.457382799999998, -73.655740300000005)"
Adirondacks,Clinton County,Barracks Golf Course,"9 holes, multiple tees, exceptional greens.",44.7,-73.483333000000002,Land Adventures,Golf Private,http://www.thegolfcourses.net/golfcourses/NY/10523.htm,,"(44.7, -73.483333000000002)"
Adirondacks,Clinton County,Battle of Plattsburgh 1812 War Museum,"Tour the musum campus exploring the causes and effects of the War of 1812, and the Battle of Plattsburgh.  the KeyBank Gallery houses two beautiful paintings, Battle of Lake Champlain and Close Action, along side the Crab Island Monument plaques.",44.682039000000003,-73.446252999999999,History & Culture,Military history,http://www.battleofplattsburgh.org,,"(44.682039000000003, -73.446252999999999)"
Adirondacks,Clinton County,Beartown Ski Area,"Beartown has a T-bar and a Poma which serves 4 slopes. Total vertical drop is 150 ft. The area has been in operation since the 1950s and has an active ski team with about 70 youths, ages 5-12. Open weekends, Thur and Fri nights, and school vacations. A beginner area.",44.768787000000003,-73.582869799999997,Snow Adventures,Skiing & Boarding,http://www.skibeartown.com,,"(44.768787000000003, -73.582869799999997)"
Adirondacks,Clinton County,Bluff Point Golf and Country Club,18 hole golf course located on the shore of Lake Champlain. Cottage rentals.,44.642368099999999,-73.440343499999997,Cabins & Cottages|Land Adventures,Cabins & Cottages|Golf Private,http://www.bluffpoint.com,,"(44.642368099999999, -73.440343499999997)"
Adirondacks,Clinton County,Bluff Point Lighthouse,"The only lighthouse on Lake Champlain to be listed on the National Register of Historic Places. On November 16, 2004, the lighthouse celebrated another milestone in its restoration as the light was transferred back to the lantern room from the nearby skeletal tower. see small static displays interpreting the Lighthouse and the surrounding area, the Fresnel lens, the Iron Tower, the Architecture, the Lighthouse Keeper's family life, geology and ecology of the island, and the history of the island. Visitors needing transportation to the island should contact the Champlain Valley Transportation Museum. The museum provides transportation to Valcour Island and Crab Island aboard the replica Sail Ferry Weatherwax"".""",44.618934099999997,-73.416800199999997,History & Culture,Lighthouses,http://www.clintoncountyhistorical.org/lighthouse.html,,"(44.618934099999997, -73.416800199999997)"
Adirondacks,Clinton County,Champlain Boat Works at Snug Harbour Marina,"Full service marina, including 235 slips, 113 morrings, lakeside campground, brand new breakwater system, full service repair center, bathroom and shower facility, handicapped access., laundry, marina store, dive shop, restaurant",44.624510999999998,-73.450520999999995,Water Adventures,Marinas,http://www.boatworkscorp.com,,"(44.624510999999998, -73.450520999999995)"
Adirondacks,Clinton County,Champlain Centres,"Shopping variety with 90 stores, food courts and movies.",44.702243000000003,-73.491645000000005,Shopping,Malls & Outlets,http://www.champlaincentre.com,,"(44.702243000000003, -73.491645000000005)"
Adirondacks,Clinton County,Champlain Valley Traditions,"Champlain Valley Traditions is a licensed guide service conducting guided hunting, fishing, camping and scenic tours of Lake Champlain and the surrounding areas of New York.",44.986427300000003,-73.446525100000002,Water Adventures,Fishing,http://www.champlainvalleytraditions.com,,"(44.986427300000003, -73.446525100000002)"
Adirondacks,Clinton County,Champlain Valley Transportation Museum,"From the earliest  native American handmade canoes through the manufacturing of modern rail cars, Plattsburgh and the Champlain Valley have seen every major form of Transportation.  Whether it is the history of barges and steam ferries on Lake Champlain, the D&H rail lines, or military transportation, CVTM will examine and celebrate all things that transport.",44.683014800000002,-73.445368799999997,Museums,Historical,http://www.wix.com/membershi7/museum,,"(44.683014800000002, -73.445368799999997)"
Adirondacks,Clinton County,Chateaugay Lakes Farmers Market,"Nestled under a shady tree on the banks of the Narrows, you will find Chateugay Lakes Farmers Market.  This market offers the basics"" - tomatoes, peas, beans and cornas well as birch-bark framed Currier & Ives prints,  fresh basil for pesto redwhite & blue potatoes for a festive potato salad or lamb for the grill.""",44.768521100000001,-73.964792900000006,Local food and drinks,Farmer's markets,http://www.adirondackfarmersmarket.com,,"(44.768521100000001, -73.964792900000006)"
Adirondacks,Clinton County,"Chazy Orchards, Inc.","Growers of hard, crisp McIntosh Apples from the Champlain Valley. worldwide distribution. apples available Aug - June",41.836404999999999,-73.933080000000004,Local food and drinks,Farmer's markets,http://www.chazy.com,,"(41.836404999999999, -73.933080000000004)"
Adirondacks,Clinton County,Clinton County Historical  Museum,Six-gallery museum. Exhibits on 300 years of local history.,44.683118999999998,-73.445891000000003,Museums,Historical,http://www.clintoncountyhistorical.org,,"(44.683118999999998, -73.445891000000003)"
Adirondacks,Clinton County,Country Dreams Farm,"Farm tours offering entertainment and education.  Fall Fright Fest, pumpkin patch, maze, horse drawn rides, wedding, sleigh rides, birthday parties, petting zoo and more.  Living history demonstrations including blacksmithing, corn shelling, rope making, candle dipping.  Animals include donkeys, goats, cows, chickens, llamas and pot belly pig.",44.746763000000001,-73.532392999999999,Animals,Farm Visits,http://www.countrydreamsfarm.com,,"(44.746763000000001, -73.532392999999999)"
Adirondacks,Clinton County,"Forrence Orchards, Inc.","Growers, packers & retail sales of McIntosh, Cortland, Empire, Paul Red, Delicious, Gala, Ginger Gold, Honeycrisp apples.",42.969864899999997,-73.377655899999993,Local food and drinks,Farmer's markets,http://www.nyapplecountry.com/plattsburgh.htm,,"(42.969864899999997, -73.377655899999993)"
Adirondacks,Clinton County,Keeseville Walking Tour,A walking tour through a 145-structure historic district and three Historic American Engineer Bridges.,44.503508099999998,-73.481761399999996,Tours & Excursions,Walking tours,,,"(44.503508099999998, -73.481761399999996)"
Adirondacks,Clinton County,Kent-Delord House Museum,"Interprets the life and times of the Delord family, 1819-1913. Exhibits include portraits and decorative arts.",44.700645999999999,-73.448108000000005,History & Culture,Historic sites,http://www.kentdelordhouse.org,,"(44.700645999999999, -73.448108000000005)"
Adirondacks,Clinton County,Lake Champlain Angler Fishing Charters,Providing both cold and warm water fishing excursions on beautiful Lake Champlain and its tributaries.  Experienced fishing guide and Master Captain Mickey Maynard welcomes one and all aboard his specialized fleet of vessels to fish for sport fish native to the Adirondacks and the Lake Champlain Basins.,44.702686999999997,-73.448774999999998,Water Adventures,Fishing,http://www.lakechamplainangler.com,,"(44.702686999999997, -73.448774999999998)"
Adirondacks,Clinton County,Macomb Reservation State Park,"Surrounded by state land, has wilderness atmosphere. Swimming, camping, picnicking. Fishing in Salmon River. Self-guided nature/hiking trail. Winter: ice skating, xc skiing, snowshoeing and snowmobiling.",44.615016199999999,-73.606805800000004,Camping|Snow Adventures,Public Campgrounds|Skating,http://www.nysparks.com,,"(44.615016199999999, -73.606805800000004)"
Adirondacks,Clinton County,Monty's Bay Campsite & Gilbert Brook Marina,"Sandy swimming beach on Lake Champlain; boat launch, overnight dockage, security guard, modern, heated bathhouse.",44.830067999999997,-73.405562500000002,Camping|Water Adventures,Marinas|Privately-owned Campgrounds,http://www.montysbay.com,,"(44.830067999999997, -73.405562500000002)"
Adirondacks,Clinton County,New Land Trust,"In the Northern Adirondacks at the foot of Lyon Mt. The New Land Trust features 287 acres - Open to the Public for xc-skiing, snowshoeing, hiking, birdwatching, and general enjoyment of nature.",44.670451800000002,-73.835668900000002,Land Adventures|Nature|Snow Adventures,Birding|Hiking|Skiing (XC)|Snow Adventures|Snowshoeing,http://www.newlandtrust.org/,,"(44.670451800000002, -73.835668900000002)"
